tag,id,time,Ax,Ay,Az,gx,gy,gz
1,0,510,3.66,-0.84,8.37,-1.8,1.18,3.73
1,0,520,4.54,-1.75,9.25,-1.39,1.22,3.96
1,0,533,5.75,-2.13,10.41,-0.85,1.19,4.23
1,0,540,7.28,-2.72,11,-0.23,1.11,4.37
1,0,550,9.01,-2.72,11.72,0.53,1.01,4.37
1,0,565,11.07,-2.59,12.17,1.38,0.93,4.37
1,0,573,13.06,-3.23,11.52,2.24,0.83,4.19
1,0,580,14.65,-3.18,10.15,2.88,0.86,3.88
1,0,590,16.22,-3.22,7.97,3.29,0.85,3.47
1,0,600,17.14,-2.64,6.39,3.46,0.69,2.93
1,0,610,18.26,-1.93,4.96,3.54,0.38,2.22
1,0,620,18.78,-0.95,4.19,3.63,0.05,1.43
1,0,632,18.47,-0.31,2.88,3.74,-0.33,0.6
1,0,640,17.69,0.3,1.09,3.8,-0.72,-0.1
1,0,652,16.66,0.67,-1.04,3.79,-1.08,-0.62
1,0,661,15.72,1.41,-2.96,3.69,-1.24,-0.93
1,0,670,15.17,2.02,-4.32,3.52,-1.15,-1.08
1,0,680,14.33,2.63,-5.79,3.3,-0.96,-1.12
1,0,690,13.29,3.33,-7.21,3.06,-0.63,-1.09
1,0,702,12.14,3.65,-8.52,2.74,-0.42,-1.03
1,0,710,10.89,3.91,-9.57,2.36,-0.34,-0.96
1,0,722,9.67,3.95,-10.28,1.89,-0.25,-0.89
1,0,731,8.68,4.1,-10.42,1.4,-0.14,-0.79
1,0,742,7.54,3.97,-10.4,0.93,-0.13,-0.67
1,0,751,6.6,3.54,-10.2,0.52,-0.14,-0.51
1,0,765,5.73,3.2,-9.79,0.15,-0.16,-0.28
1,0,771,5.06,2.89,-9.39,-0.16,0,0.01
1,0,780,4.5,2.54,-9.36,-0.41,0.12,0.33
1,0,792,3.85,2.35,-9.43,-0.66,0.22,0.65
1,0,800,3.56,2.07,-9.52,-0.96,0.23,1
1,0,812,3.56,1.86,-9.59,-1.33,0.22,1.32
1,0,820,3.35,1.26,-9.49,-1.74,0.18,1.61
1,0,830,3.35,0.66,-9.3,-2.17,0.17,1.87
1,0,840,3.71,0.21,-8.18,-2.55,0.16,2.12
1,0,850,3.93,-0.57,-7.07,-2.87,0.21,2.39
1,0,860,4.52,-1.28,-5.86,-3.06,0.33,2.67
1,0,870,5.46,-1.61,-4.88,-3.12,0.4,2.98
1,0,880,6.73,-1.64,-3.79,-3.11,0.4,3.22
1,0,896,8.16,-1.44,-2.7,-3.17,0.59,3.41
1,0,901,9.62,-1.53,-1.64,-3.32,0.77,3.56
1,0,911,10.79,-1.76,-0.55,-3.45,0.9,3.59
1,0,922,12.01,-2.86,0.91,-3.5,0.91,3.48
1,0,930,13.32,-3.49,2.54,-3.43,0.87,3.24
1,0,942,14.28,-4.26,4.3,-3.2,0.68,2.84
1,0,950,15.05,-4.48,5.5,-2.81,0.45,2.36
1,0,960,15.36,-4.81,6.05,-2.31,0.15,1.85
1,0,970,15.78,-4.83,6.1,-1.79,-0.14,1.38
1,0,984,15.88,-4.67,5.63,-1.34,-0.31,1
1,0,991,15.44,-4.42,4.44,-1.05,-0.4,0.67
1,0,1001,14.89,-4.07,3.59,-0.92,-0.44,0.46
1,0,1010,14.4,-3.85,2.79,-0.86,-0.36,0.31
1,0,1020,13.77,-3.9,2.35,-0.8,-0.31,0.23
1,0,1030,13.29,-3.59,2.29,-0.71,-0.27,0.16
1,0,1040,12.9,-3.45,2.3,-0.6,-0.18,0.1
1,0,1050,12.32,-3.28,2.09,-0.49,-0.12,0.07
1,0,1061,11.86,-3.17,1.79,-0.37,-0.14,0.05
1,0,1070,11.61,-2.79,1.5,-0.27,-0.2,0.01
1,0,1080,11.43,-2.39,1.1,-0.2,-0.21,-0.04
1,0,1090,11.08,-2.26,0.81,-0.14,-0.26,-0.1
1,0,1104,10.88,-2.1,0.67,-0.1,-0.27,-0.13
1,0,1110,10.69,-2.09,0.42,-0.06,-0.26,-0.11
1,0,1120,10.51,-2.11,0.32,-0.05,-0.21,-0.07
1,0,1130,10.44,-2.08,0.34,-0.04,-0.15,-0.02
1,0,1142,10.54,-2.11,0.42,-0.03,-0.13,0.01
1,0,1150,10.47,-2.06,0.41,0.01,-0.14,-0.02
1,0,1160,10.48,-2.16,0.44,0.06,-0.2,-0.09
1,0,1170,10.75,-2.11,0.27,0.1,-0.27,-0.17
1,0,1180,10.92,-2.18,0.3,0.11,-0.29,-0.26
1,0,1190,11.02,-2.24,0.3,0.1,-0.24,-0.34
1,0,1202,11.08,-2.33,0.36,0.1,-0.2,-0.42
1,0,1210,11.23,-2.39,0.68,0.16,-0.29,-0.52
1,0,1220,11.44,-2.28,0.69,0.26,-0.25,-0.62
1,0,1230,11.21,-2.36,0.65,0.33,-0.12,-0.74
1,1,0,11.44,-1.36,-1.07,0.43,0.15,0.52
1,1,10,11.87,-2.36,-1.14,0.41,0.21,0.5
1,1,19,11.97,-1.5,-1.02,0.41,0.24,0.44
1,1,29,11.94,-1.4,-1.14,0.39,0.11,0.37
1,1,39,12.05,-1.16,-1.45,0.33,-0.03,0.31
1,1,49,12.33,-0.99,-1.36,0.21,-0.1,0.25
1,1,59,12.31,-0.92,-1.37,0.04,-0.14,0.18
1,1,69,12.36,-1.06,-1.21,-0.11,-0.17,0.1
1,1,79,12.7,-0.84,-0.82,-0.21,-0.18,0.04
1,1,89,12.96,-0.81,-0.45,-0.26,-0.17,-0.03
1,1,99,13.22,-0.92,-0.12,-0.28,-0.14,-0.07
1,1,109,13.54,-0.91,-0.01,-0.28,-0.16,-0.13
1,1,121,13.94,-0.7,-0.09,-0.27,-0.2,-0.21
1,1,133,14.3,-0.66,0.06,-0.25,-0.29,-0.33
1,1,139,14.92,-0.35,0.2,-0.21,-0.42,-0.52
1,1,152,15.66,-0.31,0.12,-0.16,-0.52,-0.73
1,1,159,16.27,-0.17,-0.16,-0.12,-0.61,-0.99
1,1,170,16.73,-0.26,-0.28,-0.07,-0.75,-1.28
1,1,179,17.07,0.04,-0.46,-0.03,-0.93,-1.65
1,1,191,17.18,0.07,-0.84,-0.01,-1.14,-2.06
1,1,199,16.87,0.19,-1.05,-0.01,-1.36,-2.49
1,1,209,16.44,0.24,-1.47,-0.04,-1.64,-2.91
1,1,219,16.07,0.18,-1.9,-0.12,-1.87,-3.26
1,1,229,15.61,0.2,-2.43,-0.24,-2.06,-3.54
1,1,239,15.06,0.1,-2.64,-0.39,-2.15,-3.75
1,1,249,14.55,-0.03,-2.83,-0.55,-2.05,-3.88
1,1,259,13.79,-0.08,-3.19,-0.67,-1.86,-3.91
1,1,269,12.8,-0.15,-3.68,-0.72,-1.65,-3.86
1,1,279,12.04,0.07,-3.96,-0.72,-1.5,-3.8
1,1,292,11.07,0.41,-4.8,-0.75,-1.43,-3.76
1,1,299,10.38,0.8,-5.67,-0.88,-1.4,-3.75
1,1,309,8.91,1.22,-6.65,-1.14,-1.43,-3.72
1,1,319,7.9,0.77,-7.39,-1.5,-1.53,-3.64
1,1,329,6.82,0.98,-7.65,-1.88,-1.51,-3.47
1,1,339,5.8,0.66,-7.24,-2.23,-1.34,-3.18
1,1,350,4.77,0.47,-6.81,-2.51,-1.06,-2.8
1,1,359,3.6,0.13,-6.17,-2.71,-0.72,-2.34
1,1,369,2.52,-0.09,-5.62,-2.84,-0.4,-1.86
1,1,379,1.5,0.03,-4.71,-2.9,-0.19,-1.41
1,1,389,0.64,0.15,-4.15,-2.9,-0.17,-0.99
1,1,399,0.16,0.58,-3.6,-2.89,-0.25,-0.64
1,1,410,0.02,0.94,-2.94,-2.89,-0.31,-0.29
1,1,419,0.03,1.42,-2.4,-2.92,-0.36,0.05
1,1,430,0.14,1.69,-1.62,-2.97,-0.44,0.37
1,1,440,0.44,1.88,-0.95,-2.98,-0.53,0.67
1,1,449,1.17,2.31,0.12,-2.94,-0.54,0.94
1,1,459,1.65,2.1,1.03,-2.88,-0.51,1.2
1,1,469,2.32,1.76,2.17,-2.83,-0.39,1.46
1,1,479,2.68,1.34,2.89,-2.81,-0.29,1.74
1,1,490,2.99,0.76,3.85,-2.8,-0.23,2.04
1,1,500,3.78,0.37,5,-2.74,-0.17,2.35
1,1,509,4.58,0.02,6.16,-2.6,-0.03,2.68
1,1,519,5.62,-0.46,7.37,-2.34,0.18,2.94
1,1,530,6.58,-0.72,8.53,-1.96,0.39,3.13
1,1,541,7.53,-1.11,9.39,-1.44,0.49,3.27
1,1,549,8.52,-1.58,9.96,-0.81,0.4,3.32
1,1,560,9.85,-1.9,10.57,-0.13,0.36,3.28
1,1,569,11.42,-2.27,11.01,0.62,0.27,3.13
1,1,579,12.77,-2.59,11.05,1.38,0.26,2.9
1,1,589,13.69,-2.94,10.6,2.18,0.23,2.6
1,1,599,14.26,-3.16,9.48,2.91,0.04,2.27
1,1,609,15.07,-3.3,8.06,3.51,-0.19,1.93
1,1,621,16.03,-2.85,6.26,3.9,-0.25,1.57
1,1,629,16.59,-2.41,4.58,4.1,-0.09,1.22
1,1,639,16.7,-1.76,2.15,4.11,-0.15,0.85
1,1,649,16.76,-0.44,-0.15,3.96,-0.22,0.49
1,1,659,16.53,0.57,-2.08,3.69,-0.36,0.13
1,1,669,16.32,1.73,-3.57,3.4,-0.48,-0.25
1,1,679,15.57,2.43,-4.85,3.12,-0.59,-0.59
1,1,689,14.74,2.85,-6.08,2.83,-0.69,-0.84
1,1,700,13.9,3.09,-7.14,2.5,-0.8,-0.96
1,1,709,13.21,3.18,-7.9,2.14,-0.7,-0.99
1,1,719,12.47,3.5,-8.04,1.78,-0.51,-0.97
1,1,729,11.41,3.56,-7.96,1.51,-0.35,-0.95
1,1,739,10.29,3.4,-7.78,1.25,-0.17,-0.86
1,1,749,9.27,3.14,-7.89,1,-0.05,-0.72
1,1,759,8.31,2.81,-7.65,0.77,0.05,-0.54
1,1,769,7.45,2.56,-7.45,0.56,0.14,-0.35
1,1,780,6.81,2.3,-7.69,0.36,0.12,-0.18
1,1,789,6.35,2.15,-7.89,0.13,0.02,-0.02
1,1,799,5.86,2.09,-8.04,-0.13,-0.09,0.09
1,1,809,5.54,1.92,-7.9,-0.42,-0.17,0.21
1,1,819,5.06,1.7,-7.79,-0.71,-0.08,0.36
1,1,829,4.39,1.25,-7.71,-0.96,-0.06,0.59
1,1,841,3.78,0.83,-7.57,-1.19,-0.01,0.86
1,1,849,3.4,0.35,-7.43,-1.4,0,1.15
1,1,862,3.3,0.21,-7.44,-1.61,0.04,1.46
1,1,869,3.19,-0.47,-7.41,-1.85,0.15,1.79
1,1,879,3.4,-0.7,-7.18,-2.11,0.19,2.12
1,1,891,4.07,-0.94,-6.79,-2.35,0.19,2.39
1,1,899,5.1,-0.96,-6.01,-2.54,0.21,2.6
1,1,910,5.97,-1.14,-5.15,-2.7,0.24,2.74
1,1,920,6.84,-1.38,-4.18,-2.8,0.25,2.83
1,1,932,8.02,-1.57,-2.79,-2.86,0.27,2.94
1,1,940,9.18,-2.07,-1.47,-2.92,0.38,3.06
1,1,949,10.24,-2.81,-0.22,-2.95,0.45,3.14
1,1,959,11.69,-3.46,1.3,-2.94,0.51,3.14
1,1,970,13.2,-3.88,2.94,-2.83,0.55,3.05
1,1,979,14.59,-4.21,4.05,-2.61,0.57,2.86
1,1,989,15.55,-4.54,4.85,-2.29,0.5,2.57
1,1,999,16.32,-4.51,5.31,-1.91,0.36,2.22
1,1,1009,16.65,-4.72,5.34,-1.52,0.23,1.81
1,1,1019,16.49,-4.68,4.91,-1.15,0.05,1.38
1,1,1033,16.29,-4.6,4.18,-0.88,-0.11,1.01
1,1,1043,15.83,-4.41,3.47,-0.74,-0.18,0.71
1,1,1049,15.07,-4.35,3.07,-0.7,-0.18,0.5
1,1,1059,14.51,-4.21,2.8,-0.65,-0.15,0.35
1,1,1069,13.69,-4.04,2.37,-0.54,-0.1,0.25
1,1,1082,12.88,-3.62,2.03,-0.38,-0.09,0.16
1,1,1092,12.4,-3.25,1.68,-0.27,-0.08,0.1
1,1,1101,11.99,-2.91,1.17,-0.17,-0.12,0.02
1,1,1112,11.6,-2.56,0.66,-0.1,-0.2,-0.06
1,1,1121,11.23,-2.38,0.31,-0.06,-0.23,-0.14
1,1,1131,10.95,-2.21,-0.07,-0.06,-0.31,-0.2
1,1,1142,10.7,-2.13,-0.4,-0.09,-0.34,-0.25
1,1,1151,10.5,-2.08,-0.53,-0.14,-0.38,-0.27
1,1,1162,10.52,-2.07,-0.71,-0.21,-0.38,-0.3
1,1,1172,10.49,-2.04,-0.77,-0.29,-0.34,-0.33
1,1,1181,10.45,-2.09,-0.78,-0.36,-0.45,-0.38
1,1,1192,10.81,-2.03,-0.81,-0.42,-0.47,-0.47
1,1,1202,11,-2.21,-0.6,-0.48,-0.42,-0.58
1,1,1211,10.93,-2.28,-0.66,-0.51,-0.67,-0.67
1,1,1221,10.84,-2.48,-0.66,-0.5,-0.98,-0.73
1,1,1231,10.75,-2.27,-0.27,-0.45,-1.21,-0.76
1,2,0,11.17,-1.43,-2.75,0.21,0.05,0.35
1,2,10,11.22,-0.98,-2.54,0.16,0.15,0.4
1,2,19,11.04,-1.41,-2.34,0.09,0.2,0.45
1,2,30,11.03,-1.62,-2.33,0.03,0.21,0.51
1,2,40,11.06,-1.61,-2.01,-0.03,0.18,0.55
1,2,50,11.1,-1.67,-1.72,-0.08,0.16,0.51
1,2,60,11.22,-1.81,-1.4,-0.12,0.11,0.43
1,2,70,11.31,-1.65,-1.09,-0.12,0.05,0.32
1,2,80,11.4,-1.69,-0.79,-0.11,-0.02,0.23
1,2,90,11.36,-1.56,-0.45,-0.08,-0.1,0.15
1,2,103,11.49,-1.46,-0.34,-0.06,-0.16,0.11
1,2,111,11.62,-1.38,-0.35,-0.07,-0.18,0.1
1,2,121,11.81,-1.19,-0.12,-0.08,-0.14,0.09
1,2,130,12.36,-1.13,-0.02,-0.08,-0.15,0.1
1,2,140,13.23,-0.96,0.18,-0.03,-0.21,0.07
1,2,150,14.36,-0.77,0.59,0.08,-0.26,-0.02
1,2,160,15.52,-0.39,0.62,0.24,-0.33,-0.21
1,2,170,16.45,-0.28,0.49,0.41,-0.39,-0.48
1,2,180,17.13,-0.22,-0.21,0.52,-0.49,-0.8
1,2,190,17.76,0.03,-1.06,0.52,-0.59,-1.14
1,2,200,17.9,0.1,-1.75,0.42,-0.75,-1.51
1,2,210,17.94,0.38,-2.02,0.29,-0.96,-1.93
1,2,220,17.92,0.37,-2.2,0.22,-1.16,-2.35
1,2,230,17.43,0.5,-2.33,0.19,-1.32,-2.77
1,2,242,16.87,0.37,-2.58,0.18,-1.49,-3.14
1,2,251,16.31,0.4,-3.29,0.16,-1.63,-3.42
1,2,260,15.75,0.46,-4.05,0.1,-1.65,-3.63
1,2,270,15.04,0.53,-4.91,-0.03,-1.6,-3.77
1,2,280,13.97,0.74,-5.29,-0.23,-1.56,-3.88
1,2,290,12.93,0.74,-5.75,-0.45,-1.59,-3.97
1,2,300,11.92,0.89,-5.78,-0.65,-1.58,-4.02
1,2,310,11.09,0.93,-6.36,-0.82,-1.59,-4.03
1,2,320,10.17,1.02,-6.67,-1,-1.55,-3.99
1,2,333,9.18,1.16,-7.03,-1.22,-1.53,-3.91
1,2,340,8.12,1.22,-7.27,-1.5,-1.43,-3.8
1,2,352,6.84,1.16,-7.34,-1.81,-1.29,-3.61
1,2,360,5.59,0.87,-7.16,-2.1,-1.18,-3.37
1,2,370,4.49,0.64,-6.6,-2.31,-1.08,-3.09
1,2,380,3.44,0.47,-5.85,-2.44,-1,-2.77
1,2,390,2.54,0.4,-5.45,-2.51,-0.9,-2.38
1,2,400,1.8,0.29,-4.64,-2.56,-0.75,-1.94
1,2,410,0.98,0.14,-4.13,-2.61,-0.53,-1.48
1,2,422,0.06,0.17,-3.58,-2.62,-0.33,-0.98
1,2,429,-0.6,0.22,-3.04,-2.6,-0.27,-0.52
1,2,440,-0.92,0.52,-2.66,-2.56,-0.28,-0.02
1,2,450,-0.91,0.92,-1.99,-2.53,-0.21,0.45
1,2,460,-0.73,1.11,-1.37,-2.55,-0.16,0.92
1,2,470,-0.28,1.26,-0.63,-2.58,-0.03,1.37
1,2,480,0.12,1.52,0.27,-2.57,0.1,1.79
1,2,490,0.59,1.31,1.26,-2.54,0.25,2.17
1,2,500,0.99,1.07,2.41,-2.49,0.38,2.5
1,2,511,1.53,0.43,3.81,-2.4,0.46,2.82
1,2,520,2.42,-0.21,5.11,-2.23,0.47,3.1
1,2,530,3.64,-0.57,6.58,-1.93,0.59,3.36
1,2,540,4.99,-0.98,7.97,-1.54,0.67,3.6
1,2,550,6.33,-1.05,9.07,-1.06,0.66,3.79
1,2,560,7.81,-1.46,9.83,-0.54,0.65,3.92
1,2,570,9.59,-1.69,10.36,-0.01,0.69,4.01
1,2,580,11.31,-2.09,10.64,0.55,0.78,4.01
1,2,590,12.97,-2.38,10.35,1.12,0.84,3.88
1,2,600,14.84,-2.79,9.66,1.65,0.79,3.65
1,2,610,16.37,-2.83,8.67,2.04,0.73,3.25
1,2,620,17.65,-2.4,7.56,2.34,0.57,2.66
1,2,630,18.5,-1.69,6.21,2.55,0.25,1.96
1,2,640,18.76,-0.99,4.83,2.68,-0.2,1.18
1,2,650,18.91,-0.12,3.62,2.75,-0.58,0.42
1,2,660,18.61,0.41,2.42,2.81,-0.79,-0.2
1,2,670,17.86,0.62,1.41,2.91,-0.93,-0.7
1,2,680,17.05,0.99,0.07,3.04,-1.01,-1.08
1,2,690,16.15,1.3,-1.31,3.12,-0.93,-1.35
1,2,700,14.93,1.76,-3.05,3.07,-0.77,-1.46
1,2,711,13.54,2.04,-4.57,2.9,-0.61,-1.48
1,2,720,12.26,2.36,-5.67,2.67,-0.5,-1.44
1,2,730,11.23,2.64,-6.8,2.39,-0.47,-1.37
1,2,743,10.44,2.72,-7.47,2.08,-0.44,-1.28
1,2,750,9.65,2.84,-7.53,1.72,-0.25,-1.15
1,2,761,8.59,2.65,-7.91,1.37,-0.06,-0.97
1,2,771,7.58,2.6,-7.96,1.12,0.04,-0.77
1,2,781,6.91,2.51,-7.81,0.91,0.11,-0.58
1,2,792,6.23,2.47,-7.75,0.72,0.19,-0.39
1,2,801,5.36,2.36,-7.88,0.54,0.14,-0.2
1,2,812,4.71,2.22,-7.83,0.37,0,-0.01
1,2,821,4.3,2.24,-7.83,0.17,-0.03,0.18
1,2,831,3.89,2.11,-8.12,-0.05,-0.08,0.37
1,2,843,3.47,2.05,-8.15,-0.3,-0.16,0.59
1,2,851,3.37,1.87,-8.03,-0.58,-0.17,0.82
1,2,861,3.04,1.33,-7.81,-0.84,-0.13,1.1
1,2,871,2.91,0.99,-7.37,-1.09,-0.01,1.41
1,2,883,2.82,0.5,-6.97,-1.31,0.1,1.74
1,2,891,2.96,0.17,-6.61,-1.49,0.08,2.05
1,2,901,3.33,-0.12,-6.24,-1.65,-0.03,2.32
1,2,911,4.15,-0.38,-5.58,-1.85,-0.08,2.57
1,2,923,5.14,-0.68,-4.95,-2.04,-0.12,2.82
1,2,931,6.31,-0.97,-4.41,-2.21,-0.03,3.05
1,2,941,7.56,-1.27,-3.64,-2.36,0.06,3.24
1,2,951,8.76,-1.62,-2.39,-2.5,0.27,3.41
1,2,961,10.1,-2.24,-1.15,-2.63,0.58,3.57
1,2,971,11.26,-3,0.2,-2.75,0.92,3.72
1,2,981,12.39,-3.57,1.31,-2.8,1.14,3.79
1,2,991,13.91,-3.93,2.54,-2.72,1.1,3.67
1,2,1001,15.24,-3.71,3.49,-2.51,0.87,3.33
1,2,1011,16.33,-3.89,3.83,-2.21,0.48,2.82
1,2,1023,17.08,-4.22,3.95,-1.89,0.14,2.24
1,2,1031,17.44,-4.09,3.83,-1.61,-0.1,1.68
1,2,1041,17.14,-4.12,3.28,-1.34,-0.31,1.21
1,2,1051,16.7,-4.07,3.05,-1.13,-0.38,0.83
1,2,1061,15.92,-4.02,2.6,-1,-0.36,0.58
1,2,1071,15.08,-3.95,2.33,-0.92,-0.33,0.41
1,2,1081,14.44,-3.7,2.13,-0.85,-0.25,0.29
1,2,1091,13.81,-3.66,1.83,-0.76,-0.19,0.22
1,2,1101,13.33,-3.45,1.65,-0.65,-0.17,0.14
1,2,1111,12.94,-3.28,1.42,-0.52,-0.17,0.04
1,2,1122,12.57,-3.09,1.1,-0.38,-0.16,-0.05
1,2,1132,12.07,-2.96,0.79,-0.24,-0.18,-0.13
1,2,1143,11.6,-2.83,0.41,-0.16,-0.13,-0.16
1,2,1152,11.11,-2.84,0.15,-0.12,-0.04,-0.13
1,2,1162,10.64,-2.77,-0.17,-0.11,0.02,-0.08
1,2,1172,10.35,-2.68,-0.35,-0.13,0.08,-0.03
1,2,1182,10.23,-2.61,-0.34,-0.14,0.08,-0.02
1,2,1192,10.17,-2.59,-0.32,-0.13,0.06,-0.04
1,2,1202,9.98,-2.66,-0.34,-0.08,-0.02,-0.07
1,2,1214,10.1,-2.49,-0.44,-0.03,-0.1,-0.1
1,2,1222,10.1,-2.43,-0.62,0.01,-0.11,-0.11
1,2,1234,10.2,-2.29,-0.85,0,-0.11,-0.13
1,2,1242,10.48,-2.1,-0.8,-0.04,-0.02,-0.14
1,2,1252,10.69,-2.11,-0.82,-0.1,0.11,-0.18
1,2,1262,10.94,-2.04,-0.95,-0.17,0.24,-0.24
1,2,1275,10.71,-2.2,-0.88,-0.22,0.29,-0.28
1,2,1283,10.81,-2.32,-0.4,-0.23,0.12,-0.32
1,3,0,12.79,-0.35,-0.89,0.33,0.27,0.36
1,3,11,13.5,0,-0.81,0.29,0.07,0.18
1,3,20,14.28,0.1,-0.7,0.27,-0.16,0
1,3,30,15.03,0.35,-0.44,0.26,-0.37,-0.22
1,3,40,15.74,0.25,-0.24,0.25,-0.45,-0.47
1,3,50,15.99,0.14,0.29,0.29,-0.36,-0.69
1,3,61,15.67,0.12,0.27,0.35,0.02,-0.77
1,3,72,15.19,-0.39,-0.42,0.41,0.16,-0.72
1,3,80,14.74,-0.13,-0.68,0.42,0.23,-0.69
1,3,90,14.67,0.18,-0.78,0.36,0.32,-0.75
1,3,100,14.55,0.44,-1.03,0.29,0.26,-0.91
1,3,110,14.61,0.69,-1.16,0.26,0.02,-1.16
1,3,121,14.7,0.78,-1.22,0.28,-0.3,-1.45
1,3,130,14.74,0.6,-1.43,0.31,-0.53,-1.8
1,3,141,14.88,0.89,-1.76,0.34,-0.79,-2.16
1,3,150,15,1.15,-2.43,0.32,-1.01,-2.55
1,3,160,14.79,1.25,-3.39,0.24,-1.23,-2.93
1,3,175,14.25,1.43,-4.07,0.05,-1.55,-3.33
1,3,180,13.63,1.41,-4.6,-0.21,-1.89,-3.74
1,3,190,12.64,1.48,-4.95,-0.49,-2.22,-4.13
1,3,200,11.45,1.31,-5.26,-0.77,-2.6,-4.37
1,3,210,10.46,1.35,-5.52,-1.04,-3.01,-4.37
1,3,220,9.5,1.4,-5.74,-1.3,-3.34,-4.37
1,3,230,8.5,1.37,-5.71,-1.56,-3.57,-4.37
1,3,240,7.33,1.29,-5.27,-1.81,-3.6,-4.37
1,3,250,6.16,1.19,-4.86,-2.03,-3.29,-4.37
1,3,260,4.68,0.63,-4.16,-2.21,-2.57,-4.22
1,3,270,2.97,0.17,-3.86,-2.36,-1.72,-3.39
1,3,280,1.27,0.07,-3.77,-2.42,-0.86,-2.35
1,3,292,-0.09,0.21,-3.76,-2.41,-0.23,-1.27
1,3,300,-0.69,0.77,-3.55,-2.4,0.17,-0.3
1,3,310,-0.53,1.26,-3.13,-2.47,0.42,0.48
1,3,320,-0.18,1.75,-2.83,-2.63,0.66,1.08
1,3,330,0.21,1.66,-2.17,-2.83,0.8,1.56
1,3,340,0.82,1.58,-1.13,-2.99,0.99,1.96
1,3,350,1.22,1.5,0.35,-3.06,1.24,2.33
1,3,360,1.1,0.8,1.82,-3.04,1.31,2.66
1,3,370,1.58,0.74,3.43,-2.88,1.3,2.93
1,3,380,2.43,0.6,4.89,-2.63,1.29,3.14
1,3,391,3.34,0.43,6.33,-2.29,1.24,3.29
1,3,400,4.04,0.01,7.35,-1.91,1.25,3.39
1,3,412,4.93,-0.57,8.05,-1.47,1.17,3.51
1,3,420,6.33,-1.19,8.61,-0.98,1,3.66
1,3,430,7.96,-1.73,9.45,-0.44,0.92,3.79
1,3,440,9.28,-2.28,10.03,0.14,0.93,3.84
